Arrêt Code Long;Arrêt;Commune;Pays;CodeDidoc;Coordonnées;Actif
MOLE00;Môle;GENÈVE;CH;8592863;46.213367, 6.145483;Y
SGCE00;Saint-Genis-Théâtre;SAINT-GENIS-POUILLY;FR;1401794;46.242382, 6.022218;Y
MOLL02;Mollaz;LACONNEX;CH;8592972;46.153687, 6.033092;N
SGCE01;Saint-Genis-Théâtre;SAINT-GENIS-POUILLY;FR;1401794;46.242401, 6.022347;Y
MOLL03;Mollaz;LACONNEX;CH;8592972;46.153545, 6.033082;N
SGEO01;Saint-Georges;LANCY;CH;;46.196537, 6.117639;N
MOLN01;Molands;;CH;;;N
SGPO00;Saint Genis-Pouilly;SAINT-GENIS-POUILLY;FR;;46.254509, 6.035343;N
MONT02;Annemasse-Parc Montessuit;ANNEMASSE;FR;1400021;46.194225, 6.23104;Y
SGVA01;Saint-Gervais;GENÈVE;CH;;46.205723, 6.141803;N
MONT99;Annemasse-Parc Montessuit;ANNEMASSE;FR;1400021;46.19429, 6.231351;N
SHUM00;Saint-Genis-Schuman;SAINT-GENIS-POUILLY;FR;1401793;46.243313, 6.034241;Y
MOPI02;Genève-Aéroport, Mövenpick;MEYRIN;CH;8510502;46.224323, 6.09967;N
SIBOST;SIBOS Stationnement;LE GRAND-SACONNEX;CH;;46.232555, 6.119483;N
MORL00;Grand-Saconnex, Crêts-Morillon;LE GRAND-SACONNEX;CH;8592940;46.228764, 6.127565;Y
SIGN01;Signal;VERNIER;CH;8595052;46.219959, 6.085017;Y
MORL99;Grand-Saconnex, Crêts-Morillon;LE GRAND-SACONNEX;CH;8592940;46.230152, 6.130236;N
SILO00;Sillons;THÔNEX;CH;8593122;46.200706, 6.215712;Y
MOSS01;Saint-Julien, Mössingen;SAINT-JULIEN-EN-GENEVOIS;FR;;46.147568, 6.086916;N
SILO01;Sillons;THÔNEX;CH;8593122;46.200424, 6.215031;Y
MOTT00;Ch de la Motte;MEINIER;CH;;46.044125, 6.146775;N
SJCE99;Saint-Julien-Centre;SAINT-JULIEN-EN-GENEVOIS;FR;1401233;46.144032, 6.084105;N
MOTT01;Ch de la Motte;MEINIER;CH;;46.044125, 6.146775;N
SJDO00;Saint-Julien-Douane;SAINT-JULIEN-EN-GENEVOIS;FR;1401004;46.150311, 6.088416;Y
MOUI00;La Mouille;VEYRIER;CH;8593200;46.165009, 6.183559;Y
SJGA01;Saint-Julien-Gare;SAINT-JULIEN-EN-GENEVOIS;FR;1401639;46.143208, 6.085109;N
MPAR00;Maison des Parlements;LE GRAND-SACONNEX;CH;8592852;46.225796, 6.123813;Y
SJGA03;Saint-Julien-Gare;SAINT-JULIEN-EN-GENEVOIS;FR;1401639;46.142281, 6.085775;N
MRCH00;Marché;CAROUGE;CH;8592677;46.183895, 6.140859;N
SJRL00;Saint-Julien-Route de Lathoy;SAINT-JULIEN-EN-GENEVOIS;FR;1401798;46.141842, 6.095058;N
MRCH04;Marché;CAROUGE;CH;8592677;46.184307, 6.139385;N
SJSN01;Saint-Julien SNCF;SAINT-JULIEN-EN-GENEVOIS;FR;1401852;46.142521, 6.085891;N
MRGI00;Morgines;LANCY;CH;8592987;46.187317, 6.110233;N
SJSN04;Saint-Julien SNCF;SAINT-JULIEN-EN-GENEVOIS;FR;1401852;46.142418, 6.086229;Y
MRIC00;Moulin-de-Richelien;COLLEX-BOSSY;CH;8595675;46.280861, 6.137326;Y
SJSN99;Saint-Julien SNCF;SAINT-JULIEN-EN-GENEVOIS;FR;1401852;46.143692, 6.084545;N
MRIC98;Moulin-de-Richelien;COLLEX-BOSSY;CH;8595675;46.276043, 6.131878;N
SLEG00;Genève, Saint-Léger;GENÈVE;CH;8511618;46.198536, 6.147323;N
MRMO00;Marmousets;FERNEY-VOLTAIRE;FR;8593221;46.259094, 6.106885;N
SMAU00;Saint-Maurice;COLLONGE-BELLERIVE;CH;8587433;46.253395, 6.216642;Y
MRMO01;Marmousets;FERNEY-VOLTAIRE;FR;8593221;46.258842, 6.107138;N
SMAU98;Saint-Maurice;COLLONGE-BELLERIVE;CH;8587433;46.253296, 6.215904;N
MRNE01;Moraines;CAROUGE;CH;8592678;46.044125, 6.146775;N
SMAU99;Saint-Maurice;COLLONGE-BELLERIVE;CH;8587433;46.253258, 6.216022;N
MRNE99;Moraines;CAROUGE;CH;8592678;46.181885, 6.144495;Y
SOCI99;Contrat-Social;GENÈVE;CH;8592811;46.206615, 6.119523;N
MSIL98;Marsillon;VEYRIER;CH;8593204;46.167023, 6.154806;N
SODO01;Soral, douane;SORAL;CH;8510608;46.137127, 6.036081;N
MSNT01;Maisonnette;BERNEX;CH;8592658;46.163235, 6.048993;Y
SOLE99;Le Soleil;CORSIER;CH;8592762;46.259571, 6.22832;N
MSPO00;Maison des Sports;ANNEMASSE;FR;8595826;46.191612, 6.240801;N
SOPR00;Sous Pressy;VANDOEUVRES;CH;8508113;46.227112, 6.209764;Y
MSSE00;La Mousse;CHÊNE-BOURG;CH;8592708;46.197613, 6.194792;N
SORB00;Sorbier;VERNIER;CH;8593172;46.217709, 6.070155;Y
MSSE01;La Mousse;CHÊNE-BOURG;CH;8592708;46.197643, 6.194791;N
SORB02;Sorbier;VERNIER;CH;8593172;46.216728, 6.068624;Y
MTBL00;Mont-Blanc;GENÈVE;CH;8592864;46.207062, 6.147279;Y
SORB03;Sorbier;VERNIER;CH;8593172;46.216667, 6.06869;Y
MTFL01;Montfleury;VERSOIX;CH;8593188;46.291451, 6.163692;Y
SOUS01;Sac.-Arve-Dessous;PLAN-LES-OUATES;CH;8587088;46.162926, 6.125639;N
MTNR00;Martinière;AMBILLY;FR;8595828;46.199337, 6.224371;N
SPOR01;Parc-des-Sports;GENÈVE;CH;8592875;46.210194, 6.117035;N
MTOU01;Meinier-Tour;MEINIER;CH;8587077;46.245819, 6.231465;Y
SPOR02;Parc-des-Sports;GENÈVE;CH;8592875;46.21019, 6.117062;N
MUCA00;Musée de Carouge;CAROUGE;CH;;46.18343, 6.139571;N
SRMA00;Soral-Mairie;SORAL;CH;8587091;46.142803, 6.040349;Y
MUCA01;Musée de Carouge;CAROUGE;CH;;46.184372, 6.139352;N
SRRL00;Soral-Rte-Laconnex;SORAL;CH;8587390;46.144184, 6.043394;N
MUET00;Musée d'ethnographie;GENÈVE;CH;8592868;46.197083, 6.137461;N
SRRL01;Soral-Rte-Laconnex;SORAL;CH;8587390;46.144264, 6.043495;N
MUET01;Musée d'ethnographie;GENÈVE;CH;8592868;46.198025, 6.136428;Y
SRRL03;Soral-Rte-Laconnex;SORAL;CH;8587390;46.044739, 6.143383;N
MUGE00;Muguets;VEYRIER;CH;8593206;46.171295, 6.160143;Y
SRVE99;Serves;PLAN-LES-OUATES;CH;8593068;46.165188, 6.130583;N
MUSE98;Muséum;GENÈVE;CH;8592870;46.199039, 6.156489;N
SRVI01;Soral-Village;SORAL;CH;8595044;46.144245, 6.043483;Y
MUTR00;Muséum-Tranchées;GENÈVE;CH;;46.198158, 6.155174;N
SRVI03;Soral-Village;SORAL;CH;8595044;46.144566, 6.043868;N
MYCT01;Meyrin, Citadelle;MEYRIN;CH;8511624;46.235313, 6.096416;N
SSCH02;Sous-Chevrens;ANIÈRES;CH;8592622;46.286816, 6.23428;Y
NAIS00;Nant-d'Aisy;ANIÈRES;CH;8592764;46.270844, 6.219143;Y
SSRT01;Esserts;ANNEMASSE;FR;;46.200859, 6.264344;N
NAMA00;Nant-Malet;PLAN-LES-OUATES;CH;8593063;46.165539, 6.122508;Y
SSUS00;Sac.-Arve-Dessus;PLAN-LES-OUATES;CH;;46.157249, 6.125647;N
NAMA01;Nant-Malet;PLAN-LES-OUATES;CH;8593063;46.165779, 6.122774;Y
STAL99;De-Staël;LANCY;CH;8592670;46.176113, 6.132212;N
NANT03;Le Nant;LE GRAND-SACONNEX;CH;8592647;46.246391, 6.127374;Y
STER00;A.Sterlin;MEYRIN;CH;;46.044125, 6.146775;N
NATI12;Nations;GENÈVE;CH;8587058;46.222713, 6.139714;Y
STGE01;Stade de Genève;LANCY;CH;8588802;46.17976, 6.12956;Y
NATI13;Nations;GENÈVE;CH;8587058;46.222729, 6.138171;N
STGE02;Stade de Genève;LANCY;CH;8588802;46.18034, 6.128532;N
NATI18;Nations;GENÈVE;CH;8587058;46.222771, 6.140114;Y
STGE06;Stade de Genève;LANCY;CH;8588802;46.178894, 6.128544;Y
NATI21;Nations;GENÈVE;CH;8587058;46.222023, 6.137805;N
STJU00;St-Julien-Centre;SAINT-JULIEN-EN-GENEVOIS;FR;1401233;46.145252, 6.080347;N
NATI22;Nations;GENÈVE;CH;8587058;46.222309, 6.138894;Y
STJU99;St-Julien-Centre;SAINT-JULIEN-EN-GENEVOIS;FR;1401233;46.14529, 6.080346;N
NATIST;Nations Stationnement;GENÈVE;CH;8587058;46.222523, 6.138267;N
STLO01;Saint-Loup;VERSOIX;CH;8595666;46.282566, 6.154453;Y
NAVI00;Navigation;GENÈVE;CH;8592871;46.211964, 6.149625;Y
STLO99;Saint-Loup;VERSOIX;CH;8595666;46.283787, 6.157384;N
NAVI01;Navigation;GENÈVE;CH;8592871;46.211781, 6.149591;Y
STND05;Stand;GENÈVE;CH;8592906;46.203651, 6.141438;N
NDAM00;Gare Cornavin Notre Dame;GENÈVE;CH;8587057;46.209332, 6.142284;N
SUMO00;Sur-le-Moulin;AVUSY;CH;8592639;46.143719, 6.01924;Y
NDAM85;Gare Cornavin Notre Dame;GENÈVE;CH;8587057;46.20929, 6.142342;N
SURA01;Sur Rang;VEYRIER;CH;8593215;46.175697, 6.149045;N
NDAM88;Gare Cornavin Notre Dame;GENÈVE;CH;8587057;46.209335, 6.142507;N
SUSE01;Susette;LE GRAND-SACONNEX;CH;8592951;46.237587, 6.123553;Y
NHAI00;NH-Airport;MEYRIN;CH;;46.227779, 6.086171;N
SVEY00;Vessy-Stand de tir;VEYRIER;CH;8593214;46.173897, 6.168967;Y
NOIR01;Noirettes;RUSSIN;CH;8593090;46.192421, 6.015899;N
SVEY03;Vessy-Stand de tir;VEYRIER;CH;8593214;46.173786, 6.168956;Y
NRTE00;Rue des Noirettes;CAROUGE;CH;8592681;46.187786, 6.131867;N
SVIL00;Sous-Villette;THÔNEX;CH;8593123;46.181469, 6.188179;Y
NUIS00;Nussance;CRANVES-SALES;FR;8595904;46.185299, 6.293101;N
SVIL01;Sous-Villette;THÔNEX;CH;8593123;46.181747, 6.188276;Y
NVY00;N'Vy Hotel;GENÈVE;CH;;46.214561, 6.147893;N
SWIS00;Swissôtel;GENÈVE;CH;;46.203289, 6.151844;N
NYCL01;Neydens-Chef Lieu;NEYDENS;FR;;46.120701, 6.104577;N
SYCM00;Satigny-Champ Magnin;SATIGNY;CH;8507416;46.216785, 6.036091;Y
NYLF00;Neydens-La Forge;NEYDENS;FR;;46.11837, 6.110083;N
SYCM01;Satigny-Champ Magnin;SATIGNY;CH;8507416;46.216858, 6.035973;Y
OBGE01;Observatoire de Genève;VERSOIX;CH;8595668;46.303707, 6.132418;Y
SYCS01;Satigny-Centre sportif;SATIGNY;CH;8595228;46.210007, 6.035617;Y
OMS01;OMS;GENÈVE;CH;8587904;46.231159, 6.133717;N
SYGA01;Satigny-Gare;SATIGNY;CH;8587389;46.214485, 6.037524;Y
OMS02;OMS;GENÈVE;CH;8587904;46.230476, 6.130739;N
SYMA00;Satigny-Mairie;SATIGNY;CH;8593101;46.216782, 6.031399;Y
ONBC01;Onex-Bois Carrien;ONEX;CH;8593032;46.191219, 6.100901;Y
SYMA01;Satigny-Mairie;SATIGNY;CH;8593101;46.217045, 6.030848;N
ONEX00;Onex-Salle communale;ONEX;CH;8587080;46.183327, 6.099851;Y
SYPO00;Satigny-Poste;SATIGNY;CH;8593102;46.213799, 6.033303;Y
ONMA00;Onex-Marché;ONEX;CH;8593038;46.192093, 6.102965;Y
SYVI00;Satigny, village;SATIGNY;CH;8506516;46.215389, 6.032887;N
ORSA00;Collonge-Pré d'Orsat;COLLONGE-BELLERIVE;CH;;46.255592, 6.208773;N
TANI01;Taninges;CRANVES-SALES;FR;8595857;46.180462, 6.288009;N
OUCH00;Les Ouches;GENÈVE;CH;8595020;46.210262, 6.117319;Y
TANI02;Taninges;CRANVES-SALES;FR;8595857;46.180824, 6.286704;N
OUCH01;Les Ouches;GENÈVE;CH;8595020;46.209763, 6.118653;Y
TCAR02;Carouge-Tours;CAROUGE;CH;8587037;46.183277, 6.135083;Y
OULA00;Les Oulaines;BERNEX;CH;8592759;46.168278, 6.07901;Y
TCARST;Carouge-Tours (Stationnement);CAROUGE;CH;8587037;46.182426, 6.136217;N
OULA01;Les Oulaines;BERNEX;CH;8592759;46.16888, 6.079642;Y
TCRE01;Tour-Carrée;COLOGNY;CH;8592753;46.224598, 6.182652;Y
OXFR01;Ornex-Fruitière;ORNEX;FR;1401767;46.272476, 6.096075;Y
TCS100;Parking TCS1;VERNIER;CH;;46.222462, 6.089064;N
P47;Service P47;LE GRAND-SACONNEX;CH;;46.242161, 6.121718;N
TCS200;Parking TCS2;VERNIER;CH;;46.22279, 6.08553;N
P49;Service P49;LE GRAND-SACONNEX;CH;;46.239731, 6.119236;N
TELE01;Arrêt fictif Télébus;SATIGNY;CH;;46.044739, 6.143383;N
PAAN99;Prévessin-Parc des Anneaux;PRÉVESSIN-MOËNS;FR;1401781;46.493847, 6.136055;N
TEPP01;Chemin des Teppes;VETRAZ-MONTHOUX;FR;8595903;46.186413, 6.273687;N
PACH01;Parc Chuit;LANCY;CH;;46.191479, 6.12056;N
TERO00;Terroux;MEYRIN;CH;8593020;46.223404, 6.109301;N
PACON01;Paconinges;JUVIGNY;FR;;46.221416, 6.294259;N
TERO01;Terroux;MEYRIN;CH;8593020;46.224087, 6.10874;N
PAGN00;Thoiry-Place d'Allemogne;THOIRY;FR;1402570;46.244411, 5.983612;Y
TERR01;Terret;SAINT-CERGUES;FR;8595858;46.239838, 6.324861;N
PAIL00;Balexert-Pailly;VERNIER;CH;8593165;46.219734, 6.114082;Y
TESA00;Téléphérique du Salève;ETREMBIÈRES;FR;;;N
PALE02;Palettes;LANCY;CH;8592988;46.177383, 6.122015;Y
TEST;arrêt de placement;;CH;;46.207531, 6.211663;N
PALE04;Palettes;LANCY;CH;8592988;46.175873, 6.121468;Y
TGIN03;Tougin-Hôpital;GEX;FR;1401811;46.325226, 6.057604;Y
PALE05;Palettes;LANCY;CH;8592988;46.17643, 6.122271;N
THGA00;Thoiry-Gare;THOIRY;FR;1401807;46.232079, 5.979105;Y
PALE07;Palettes;LANCY;CH;8592988;46.176395, 6.122311;N
THMA03;Thoiry-Mairie;THOIRY;FR;1402567;46.238323, 5.98122;Y
PALE08;Palettes;LANCY;CH;8592988;46.177074, 6.122087;Y
THRE00;Théâtre;GENÈVE;CH;8595022;46.202175, 6.141693;Y
PALE98;Palettes;LANCY;CH;8592988;46.175022, 6.122642;N
THRE99;Théâtre;GENÈVE;CH;8595022;46.202312, 6.142838;N
PALL00;Dr Palluel;SAINT-JULIEN-EN-GENEVOIS;FR;1401796;46.143349, 6.077405;N
THRY00;Thairy;SAINT-JULIEN-EN-GENEVOIS;FR;;46.044739, 6.143383;N
PALL01;Dr Palluel;SAINT-JULIEN-EN-GENEVOIS;FR;1401796;46.143074, 6.07714;N
TIFF00;Tiffany;GENÈVE;CH;;46.203526, 6.139727;N
PAME00;PAE de la Menoge;BONNE;FR;8595831;46.170578, 6.316395;N
TNEL01;Tournelles;VILLE-LA-GRAND;FR;8595859;46.197529, 6.243172;N
PARC01;Parc et plage des Eaux-Vives;GENÈVE;CH;8592876;46.209221, 6.167197;Y
TOCO00;Tour-de-Contrôle;MEYRIN;CH;8593021;46.228695, 6.103921;Y
PASE00;Parking Sécheron;GENÈVE;CH;8505489;46.220047, 6.147551;N
TOCOST;Tour-de-Contrôle Stationnement;MEYRIN;CH;8593021;46.228218, 6.103531;N
PBOC01;Pont-Bochet;THÔNEX;CH;8593109;46.209793, 6.216829;Y
TOLO00;Loisin - Tholomaz;LOISIN;FR;;46.270821, 6.312341;N
PCEA98;Pont-Céard-Gare;VERSOIX;CH;8593189;46.28793, 6.165859;N
TOU01;Tourbillon;PLAN-LES-OUATES;CH;8593069;46.16457, 6.103717;N
PECE00;Pas de l'Échelle-École;ETREMBIÈRES;FR;8595832;46.163445, 6.18722;N
TOU02;Tourbillon;PLAN-LES-OUATES;CH;8593069;46.164772, 6.104152;N
PECE99;Pas-de-l'Échelle École;ETREMBIÈRES;FR;8595832;46.165222, 6.187383;N
TRAN00;Tranchées;GENÈVE;CH;8592912;46.19849, 6.155424;Y
PEDI01;Pédiatrie;GENÈVE;CH;8503332;46.190048, 6.148848;Y
TRAV00;Traversins;AVUSY;CH;;46.145988, 6.001834;N
PEDI98;Pédiatrie;GENÈVE;CH;8503332;46.191242, 6.145957;N
TRBL02;Trèfle-Blanc;PLAN-LES-OUATES;CH;8593070;46.171951, 6.124931;N
PEDO02;Perly-Douane;SAINT-JULIEN-EN-GENEVOIS;FR;8593046;46.150913, 6.089174;N
TREU00;Treulaz;AIRE-LA-VILLE;CH;8592620;46.185928, 6.04537;N
PEDO03;Perly-Douane;SAINT-JULIEN-EN-GENEVOIS;FR;8593046;46.150753, 6.089052;N
TRMB01;Trembley;GENÈVE;CH;8592913;46.217804, 6.126533;Y
PEIL03;Peillonnex;CHÊNE-BOURG;CH;8592709;46.194035, 6.194239;Y
TRMB02;Trembley;GENÈVE;CH;8592913;46.218388, 6.125689;N
PELO00;La Pelotière;VERSOIX;CH;8593187;46.274456, 6.164323;Y
TRMB98;Trembley;GENÈVE;CH;8592913;46.217541, 6.126845;N
PEMA01;Perly-Mairie;PERLY-CERTOUX;CH;8593048;46.155201, 6.089757;N
TRNT02;Tronchet;THÔNEX;CH;8593116;46.193405, 6.203373;N
PEMA02;Perly-Mairie;PERLY-CERTOUX;CH;8593048;46.155449, 6.090127;Y
TRNT03;Tronchet;THÔNEX;CH;8593116;46.193478, 6.203281;N
PERI02;Perrier;ANNEMASSE;FR;8595835;46.185513, 6.241674;N
TRNT04;Tronchet;THÔNEX;CH;8593116;46.192783, 6.203271;N
PERI97;Perrier;ANNEMASSE;FR;8595835;46.184425, 6.24377;N
TRNT05;Tronchet;THÔNEX;CH;8593116;46.197163, 6.206476;Y
PESC01;Peschier;GENÈVE;CH;8592878;46.194122, 6.153208;N
TRNT98;Tronchet;THÔNEX;CH;8593116;46.196308, 6.205057;Y
PEUP00;Peupliers;JUSSY;CH;8592967;46.238674, 6.280556;Y
TRSI03;Terrassière;GENÈVE;CH;8592910;46.201035, 6.155883;Y
PEVI01;Perly-Village;PERLY-CERTOUX;CH;8587081;46.155117, 6.094368;N
TRSI99;Terrassière;GENÈVE;CH;8592910;46.200871, 6.15525;N
PEVI04;Perly-Village;PERLY-CERTOUX;CH;8587081;46.154438, 6.096068;N
TRTI00;Tunnel Routier;LE GRAND-SACONNEX;CH;8592953;46.243279, 6.122522;Y
PFLE01;Pré-Fleuri;PLAN-LES-OUATES;CH;8593065;46.166275, 6.107224;Y
TRTI04;Tunnel Routier;LE GRAND-SACONNEX;CH;8592953;46.243862, 6.125409;N
PFLE97;Pré-Fleuri;PLAN-LES-OUATES;CH;8593065;46.16798, 6.105673;N
TULE98;Les Tuileries-Gare;BELLEVUE;CH;8503229;46.250462, 6.146262;N
PFLE98;Pré-Fleuri;PLAN-LES-OUATES;CH;8593065;46.166351, 6.108021;N
TULE99;Les Tuileries-Gare;BELLEVUE;CH;8503229;46.250294, 6.146357;N
PFLE99;Pré-Fleuri;PLAN-LES-OUATES;CH;8593065;46.166656, 6.107941;N
TURA00;Turaines;GY;CH;8592954;46.251484, 6.260078;Y
PFON02;Pré-de-la-Fontaine;SATIGNY;CH;8593099;46.224258, 6.057482;N
TVER00;Taverney;LE GRAND-SACONNEX;CH;8592952;46.230629, 6.117149;Y
PFON03;Pré-de-la-Fontaine;SATIGNY;CH;8593099;46.224613, 6.057887;N
TVER01;Taverney;LE GRAND-SACONNEX;CH;8592952;46.230774, 6.117262;Y
PFUM00;Vernier-Parfumerie;VERNIER;CH;8593166;46.205326, 6.076141;Y
TXVI00;Troinex-Ville;TROINEX;CH;8588195;46.159283, 6.144371;N
PGRA01;Petite-Grave;CARTIGNY;CH;8587072;46.173454, 6.041557;Y
TXVI01;Troinex-Ville;TROINEX;CH;8588195;46.15926, 6.144644;Y
PHIL00;Philosophes;GENÈVE;CH;8592881;46.196659, 6.146165;Y
UBER00;Lancy-Hubert;LANCY;CH;8592986;46.192398, 6.110044;Y
PICO00;Picolettes;CRANVES-SALES;FR;8595837;46.190758, 6.289295;N
UBER01;Lancy-Hubert;LANCY;CH;8592986;46.193069, 6.109522;Y
PICY00;Lancy-Piscine;LANCY;CH;8592991;46.179184, 6.121531;Y
UNIM00;Uni-Mail;GENÈVE;CH;8592915;46.195232, 6.141017;Y
PINCST;Pinchat stationnement;CAROUGE;CH;;46.183044, 6.152709;N
UNIM03;Uni-Mail;GENÈVE;CH;8592915;46.19474, 6.141222;N
PITH01;Pictet-Thellusson;CAROUGE;CH;8592842;46.189045, 6.131164;Y
UNIM99;Uni-Mail;GENÈVE;CH;8592915;46.195499, 6.141982;N
PJAR00;Pré-Jardinier;PLAN-LES-OUATES;CH;8595037;46.162601, 6.12588;Y
VACA01;Vernier, Avanchets-Casaï;VERNIER;CH;8593158;46.221931, 6.111238;N
PJAR02;Pré-Jardinier;PLAN-LES-OUATES;CH;8595037;46.163311, 6.127741;Y
VALL00;Vallard;GAILLARD;FR;;46.191822, 6.207867;N
PLAI00;La Plaine-Gare;DARDAGNY;CH;8587073;46.178471, 5.99975;Y
VALP01;Valeury Lycée Professionnel;ANNEMASSE;FR;8595861;46.185162, 6.236552;N
PLAI99;La Plaine;DARDAGNY;CH;8587073;46.493847, 6.136055;N
VALY01;Bernex-Vailly;BERNEX;CH;8508134;46.172256, 6.060715;N
PLDIST;Palladium Stationnement;GENÈVE;CH;8592874;46.203377, 6.138674;N
VALY02;Bernex-Vailly;BERNEX;CH;8508134;46.175076, 6.060981;Y
PLEV99;Place des Eaux-Vives;GENÈVE;CH;8592883;46.204052, 6.15611;N
VALY03;Bernex-Vailly;BERNEX;CH;8508134;46.175034, 6.060995;Y
PLEY00;Palais Eynard;GENÈVE;CH;8595021;46.199966, 6.146838;Y
VALY04;Bernex-Vailly;BERNEX;CH;8508134;46.174866, 6.060001;Y
PLGE01;Genève-Plage;GENÈVE;CH;8587059;46.211582, 6.17208;Y
VALY97;Bernex-Vailly;BERNEX;CH;8508134;46.17461, 6.058053;N
PLGE02;Genève-Plage;GENÈVE;CH;8587059;46.211609, 6.173025;N
VALY98;Bernex-Vailly;BERNEX;CH;8508134;46.17086, 6.059222;N
PLGE03;Genève-Plage;GENÈVE;CH;8587059;46.211586, 6.172313;Y
VALY99;Bernex-Vailly;BERNEX;CH;8508134;46.170525, 6.059347;N
PLGE98;Genève-Plage;GENÈVE;CH;8587059;46.211559, 6.171834;N
VAND01;Vandoeuvres-Village;VANDOEUVRES;CH;8587094;46.221336, 6.203064;Y
PLIO00;Saint-Genis-Lion;SAINT-GENIS-POUILLY;FR;1401791;46.242344, 6.025823;Y
VAND02;Vandoeuvres-Village;VANDOEUVRES;CH;8587094;46.221706, 6.202511;Y
PLIO02;Saint-Genis-Lion;SAINT-GENIS-POUILLY;FR;1401791;46.242123, 6.025038;Y
VARV01;Val-d'Arve;CAROUGE;CH;8592682;46.184731, 6.149868;Y
PLLT03;Pallanterie;COLLONGE-BELLERIVE;CH;8587071;46.24659, 6.215497;Y
VARV98;Val-d'Arve;CAROUGE;CH;8592682;46.184692, 6.15024;N
PLLT05;Pallanterie;COLLONGE-BELLERIVE;CH;8587071;46.044125, 6.146775;N
VARV99;Val-d'Arve;CAROUGE;CH;8592682;46.184666, 6.149782;N
PLNT01;Planet;BELLEVUE;CH;8592648;46.25806, 6.127495;Y
VAUD02;Vaudagne;MEYRIN;CH;8593022;46.233337, 6.077074;N
PLOU00;Plan-les-Ouates-Mairie;PLAN-LES-OUATES;CH;8587083;46.168663, 6.118198;Y
VAUT00;Vautier;CAROUGE;CH;8592683;46.185795, 6.142524;N
PLOU98;Plan-les-Ouates-Mairie;PLAN-LES-OUATES;CH;8587083;46.168198, 6.117082;N
VDOU00;Veyrier-Douane;ETREMBIÈRES;FR;8587905;46.166412, 6.189121;N
PLPA01;Plainpalais;GENÈVE;CH;8587907;46.197666, 6.14285;N
VDOU01;Veyrier-Douane;ETREMBIÈRES;FR;8587905;46.166142, 6.188479;N
PLPA02;Plainpalais;GENÈVE;CH;8587907;46.197704, 6.142965;Y
VECR01;Vernier-Gare/Croisette;VERNIER;CH;8593155;46.219044, 6.092868;Y
PLPA06;Plainpalais;GENÈVE;CH;8587907;46.198837, 6.143872;N
VEEC00;Vernier-Ecole;VERNIER;CH;8593175;46.216778, 6.085395;Y
PLPA07;Plainpalais;GENÈVE;CH;8587907;46.198349, 6.141953;Y
VEEC01;Vernier-Ecole;VERNIER;CH;8593175;46.216396, 6.085844;Y
PLRT00;Pré-Lauret;BERNEX;CH;8592666;46.158634, 6.057577;N
VEGE01;Vessy-Grands-Esserts_EB;VEYRIER;CH;;46.176262, 6.162405;N
PLTA00;Planta;VANDOEUVRES;CH;8593136;46.214214, 6.190603;Y
VEGY00;Veigy-Village;VEIGY-FONCENEX;FR;1401813;46.269112, 6.257893;Y
PLUL00;Pont-de-Lully;BERNEX;CH;8592661;46.163525, 6.075412;Y
VEGY01;Veigy-Village;VEIGY-FONCENEX;FR;1401813;46.269165, 6.258106;N
PLUL01;Pont-de-Lully;BERNEX;CH;8592661;46.163437, 6.075647;Y
VELO00;Vélodrome;PLAN-LES-OUATES;CH;8593071;46.167473, 6.115715;Y
PLYC01;Périllat-Lycée;ANNEMASSE;FR;8595834;46.190868, 6.238731;N
VERD01;Verdun;ANNEMASSE;FR;8595862;46.186424, 6.24269;N
PMEF01;Pierre Mendès-France;ANNEMASSE;FR;8595838;46.187439, 6.223172;N
VERN03;Vernes;MEYRIN;CH;8593023;46.236069, 6.075684;N
PMEY00;Pedro-Meylan;GENÈVE;CH;8592877;46.195423, 6.165576;N
VERN04;Vernes;MEYRIN;CH;8593023;46.044739, 6.143383;N
PMIO00;Petit-Miolan;CHOULEX;CH;8592718;46.220367, 6.218329;Y
VESY01;Vessy-Plateau;VEYRIER;CH;8593216;46.176559, 6.15914;Y
PMIO98;Petit-Miolan;CHOULEX;CH;8592718;46.220322, 6.218252;N
VEUS01;Verseuse;VERNIER;CH;8593178;46.195656, 6.096931;Y
PMME00;Piscine-Meyrin;MEYRIN;CH;;46.235912, 6.070385;N
VEVI00;Vernier-Village;VERNIER;CH;8593177;46.212498, 6.078956;Y
PMOR00;Place A. Moret;ANNEMASSE;FR;8595839;46.192284, 6.23462;N
VGEC01;Veigy-Ecole;VEIGY-FONCENEX;FR;8595049;46.271133, 6.257849;N
PMOR01;Place A. Moret;ANNEMASSE;FR;8595839;46.191902, 6.234201;N
VGHV00;Ville-la-Grand Hôtel de ville;VILLE-LA-GRAND;FR;;;N
PMRI00;Les Pommeries;MEYRIN;CH;8593017;46.232986, 6.056741;N
VIAM00;Via Monnet;VERNIER;CH;8593179;46.217133, 6.082547;Y
PNEV94;Place de Neuve;GENÈVE;CH;8592885;46.201412, 6.144033;N
VIAM01;Via Monnet;VERNIER;CH;8593179;46.217018, 6.082835;Y
PNEV99;Place de Neuve;GENÈVE;CH;8592885;46.201061, 6.143638;N
VICH00;Vy-des-Champs;GENÈVE;CH;8592926;46.231625, 6.132539;N
PNEVST;Place de Neuve (ST);GENÈVE;CH;8592885;46.200901, 6.143353;N
VIDO01;Vidollet;GENÈVE;CH;8592921;46.217064, 6.136751;Y
